title	author	publisher	pub_date	sudoc	digagent	contributor	catalog_uri	availability
The effect of baffles on the temperature distribution and heat-transfer coefficients of finned cylinders	Schey, Oscar W. Rollin, Vern G. United States. National Advisory Committee for Aeronautics. Langley Aeronautical Library.	National Advisory Committee for Aeronautics,	1934		google	OSU	https://catalog.hathitrust.org/Record/102604354	Full View
A study of the torque equilibrium of an autogiro rotor	Bailey, F. J. (Frederick John), 1911- Langley Aeronautical Laboratory.		1938		google	OSU	https://catalog.hathitrust.org/Record/102604359	Full View
Wind-tunnel investigation of an N. A. C. A. 23021 airfoil with various arrangements of slotted flaps	Wenzinger, Carl J. (Carl Joseph), 1903- Harris, Thomas A. (Thomas Aubrey), 1903- Langley Aeronautical Laboratory.	National Advisory Committee for Aeronautics,	1939		google	OSU	https://catalog.hathitrust.org/Record/102604360	Full View
A flight comparison of conventional ailerons on a rectangular wing and of conventional and floating wing-tip ailerons on a tapered wing	Soule, Hartley A. (Hartley Akin), 1904-1988. Gracey, William, 1913- Langley Aeronautical Laboratory.	National Advisory Committee for Aeronautics,	1938		google	OSU	https://catalog.hathitrust.org/Record/102604365	Full View
Electrical characteristics of spark generators for automotive ignition	Brode, R. B. Silsbee, F. B. Randolph, D. W. Langley Aeronautical Laboratory.	National Advisory Committee for Aeronautics,	1926		google	OSU	https://catalog.hathitrust.org/Record/102604367	Full View
An investigation of the coeffecient of discharge of liquids through small round orifices	Joachim, W. F. Langley Aeronautical Laboratory.	U.S. G.P.O.,	1926		google	OSU	https://catalog.hathitrust.org/Record/102604370	Full View
Characteristics of a single float seaplane during take-off	Crowley, J. W. Ronan, K. M. United States. National Advisory Committee for Aeronautics.	Government Printing Office,	1925		google	OSU	https://catalog.hathitrust.org/Record/102604383	Full View
The aerodynamic effects of wing cut-outs	Sherman, Albert. United States. National Advisory Committee for Aeronautics.	Government Printing Office,	1934		google	OSU	https://catalog.hathitrust.org/Record/102604389	Limited View
Characteristics of Clark Y airfoils of small aspect ratios	Zimmerman, C. H. United States. National Advisory Committee for Aeronautics.	Government Printing Office,	1932		google	OSU	https://catalog.hathitrust.org/Record/102604390	Limited View
Theoretical calculation of the power spectra of the rolling and yawing moments on a wing in random turbulence	Eggleston, John M. Diederich, Franklin W. United States. National Advisory Committee for Aeronautics.	U.S. Government Printing Office,	1957		google	OSU	https://catalog.hathitrust.org/Record/102604394	Full View
Influence of hot-working conditions on high-temperature properties of a heat-resistant alloy	Ewing, John F. Freeman, J. W. United States. National Advisory Committee for Aeronautics.	U.S. Government Printing Office,	1957		google	OSU	https://catalog.hathitrust.org/Record/102604396	Full View
Survey of hydrogen combustion properties	Drell, Isadore L. Belles, Frank E. United States. National Advisory Committee for Aeronautics.	U.S. Government Printing Office,	1958		google	OSU	https://catalog.hathitrust.org/Record/102604402	Full View
Fate of priority pollutants in publicly owned treatment works	Feiler, Howard. United States. Environmental Protection Agency. Effluent Guidelines Division.	Effluent Guidelines Division, Water Planning and Standards, Office of Water and Waste Management, U.S. Environmental Protection Agency,	1979	EP 1.2:P 76/15	google	OSU	https://catalog.hathitrust.org/Record/102604442	Full View
The Normandy landings, 6 June 1944	United States. Department of Defense.	Dept. of Defense,	1994		google	OSU	https://catalog.hathitrust.org/Record/102604462	Full View
Roses for the home	Mulford, Furman Lloyd, 1869-	U.S. Dept. of Agriculture,	1932		google	OSU	https://catalog.hathitrust.org/Record/102604580	Full View
Aerial photographs in the National Archives	Taylor, Charles E. (Charles Edward), 1928- Spurr, Richard E., compiler. United States. National Archives and Records Service.	National Archives, National Archives and Records Service, General Services Administration,	1971	GS4.7:25, GS 4.7:25	ia	IUIUC	https://catalog.hathitrust.org/Record/102604619	Full View
Americans must control their own markets and their own wages	Dawes, Henry Laurens, 1816-1903.	F. & J. Rives & Geo. A. Bailey,	1872		ia	IUIUC	https://catalog.hathitrust.org/Record/102604620	Full View
Corrosiveness of ground water in the Kirkwood-Cohansey aquifer system of the New Jersey Coastal Plain	Barringer, Julia L. Velnich, A. J. Kish, George R. Geological Survey (U.S.) New Jersey. Department of Environmental Protection and Energy.	U.S. Dept. of the Interior, U.S. Geological Survey ; Books and Open-File Reports Section [distributor],	1993	I 19.42/4:90-4180	ia	IUIUC	https://catalog.hathitrust.org/Record/102604626	Full View
Credit of the government	Voorhees, Daniel W. (Daniel Wolsey), 1827-1897.	s.n.,	1878		ia	IUIUC	https://catalog.hathitrust.org/Record/102604627	Full View
Documents accompanying a bill making certain partial appropriations	United States. Congress (7th, 1st session : 1801-1802).  House.	Printed by William Duane,	1802		ia	IUIUC	https://catalog.hathitrust.org/Record/102604632	Full View
The Funding Bill	Sherman, John, 1832-1900.	F. & J. Rives & Geo. A. Bailey,	1868		ia	IUIUC	https://catalog.hathitrust.org/Record/102604639	Full View
General record schedules	United States. National Archives and Records Service.	General Services Administration, National Archives and Records Service,	1977	GS 4.6/2:R 24/6	ia	IUIUC	https://catalog.hathitrust.org/Record/102604640	Full View
A guide to the preservation of federal judges' papers	United States. Federal Judicial History Office.	Federal Judicial History Office, Federal Judicial Center,	1996	JU 13.8:P 92	ia	IUIUC	https://catalog.hathitrust.org/Record/102604645	Full View
Impact of the proposed I-326 crossing on the 500-year flood stages of the Congaree River near Columbia, South Carolina	Bennett, Curtis S. Geological Survey (U.S.) South Carolina. Department of Highways and Public Transportation.	U.S. Dept. of the Interior, Geological Survey ; Open-File Services Section [distributor],	1987	I 19.42/4:84-4280	ia	IUIUC	https://catalog.hathitrust.org/Record/102604651	Full View
Letter from the Secretary of the Treasury in answer to a letter of the Chairman of the Committee of Ways and Means, requesting information as to the most eligible method of obtaining loans	United States. Dept. of the Treasury. Gallatin, Albert, 1761-1849. United States. Congress. House. Committee on Ways and Means.	Printed by R. C. Weightman,	1810		ia	IUIUC	https://catalog.hathitrust.org/Record/102604654	Full View
List of photographs made by the Office of War Information at the United Nations Conference on International Organization	National Archives (U.S.) Haas, Emma B., United States. Office of War Information. United Nations Conference on International Organization, San Francisco, 1945.		1953		ia	IUIUC	https://catalog.hathitrust.org/Record/102604657	Full View
Mr. Well's report	Kelley, William D. (William Darrah), 1814-1890.	F. & J. Rives & G.A. Bailey,	1870		ia	IUIUC	https://catalog.hathitrust.org/Record/102604661	Full View
Nuernberg war crimes trials	United States. National Archives and Records Service. Mendelsohn, John, 1928-	National Archives and Records Service, General Services Administration,	1975	GS 4.7:38	ia	IUIUC	https://catalog.hathitrust.org/Record/102604664	Full View
Preliminary inventory of the records of the Commission of Fine Arts	United States National Archives and Records Service Provine, Dorothy S. United States National Archives United States. Commission of Fine Arts.	National Archives & Records Service, General Services Administration,	1976	GS4.10:792/2	ia	IUIUC	https://catalog.hathitrust.org/Record/102604665	Full View
Records of the National Capital Planning Commission	United States. National Archives and Records Service. Provine, Dorothy S.	National Archives and Records Service, General Service Administration,	1977		ia	IUIUC	https://catalog.hathitrust.org/Record/102604668	Full View
Select list of documents in the records of the National Recovery Administration	National Archives (U.S.) Fishbein, Meyer H., Calkin, Homer L.		1954		ia	IUIUC	https://catalog.hathitrust.org/Record/102604675	Full View
Speech of Hon. G. M. Robeson, of New Jersey, in the House of Representatives, Saturday, April 10, 1880	Robeson, George Maxwell, 1829-1897.	s.n.,	1880		ia	IUIUC	https://catalog.hathitrust.org/Record/102604678	Full View
Speech of Mr. Levi Woodbury, of New Hampshire, on the repeal of the Independent Treasury	Woodbury, Levi, 1789-1851.	s.n., 1841?]	1841		ia	IUIUC	https://catalog.hathitrust.org/Record/102604680	Full View
Speech of Mr. Paterson [sic], of New York, on the Civil and diplomatic appropriation bill reported by the Committee of Ways and Means, delivered in the House of Representatives, June 14, 1844	Patterson, Thomas J	Printed by J. T. Towers,	1844		ia	IUIUC	https://catalog.hathitrust.org/Record/102604681	Full View
Speech of Mr. Proffit, of Indiana, on the general appropriation bill, delivered in the House of Representatives, April 27, 1840	Proffit, George H., 1807-1847	Printed by Gales and Seaton,	1840		ia	IUIUC	https://catalog.hathitrust.org/Record/102604682	Full View
Speech of Mr. Rives, of Virginia	Rives, William C. (William Cabell), 1793-1868.		1838		ia	IUIUC	https://catalog.hathitrust.org/Record/102604683	Full View
St. Louis dispersion study	McElroy, James L. Pooler, Francis, joint author. United States. National Air Pollution Control Administration.	U.S. Dept. of Health, Education, and Welfare, Public Health Service, Consumer Protection and Environmental Health Service, National Air Pollution Control Administration,	1968		ia	IUIUC	https://catalog.hathitrust.org/Record/102604686	Limited View
Storm water management for industrial activities	United States. Environmental Protection Agency.	United States Environmental Protection Agency,	1992		ia	IUIUC	https://catalog.hathitrust.org/Record/102604687	Full View
Tabular analysis of the records of the U.S. colored troops and their predecessor units in the National Archives of the United States	Ross, Joseph B. United States National Archives and Records Service	National Archives and Records Service,	1973	GS 4.7:33	ia	IUIUC	https://catalog.hathitrust.org/Record/102604689	Full View
Water quality standards criteria digest	United States. Environmental Protection Agency.	Environmental Protection Agency,	1972		ia	IUIUC	https://catalog.hathitrust.org/Record/102604693	Full View
Water quality standards digest	United States. Environmental Protection Agency.	Environmental Protection Agency,	1972		ia	IUIUC	https://catalog.hathitrust.org/Record/102604694	Full View
Water-resources monitoring in the Cottonwood Creek area, Shasta and Tehama counties, California, 1982-83	Fogelman, Ronald P. Evenson, Kristin D. Geological Survey (U.S.) United States. Army. Corps of Engineers.	U.S. Geological Survey,	1985		ia	IUIUC	https://catalog.hathitrust.org/Record/102604695	Full View
Taxation in Germany	Schoenfeld, Rudolf Emil. United States. Bureau of Foreign and Domestic Commerce.	Govt. print. off.,	1924		google	OSU	https://catalog.hathitrust.org/Record/1686771	Full View
National Earthquake Hazards Reduction Program	Jacobson, Muriel L. National Earthquake Hazards Reduction Program (U.S.) Geological Survey (U.S.)	U.S. Dept. of the Interior, Geological Survey,	1990		google	OSU	https://catalog.hathitrust.org/Record/8344179	Full View
