title	author	publisher	pub_date	sudoc	digagent	contributor	ht_link	availability
Benthic faunal colonization of an offshore borrow pit in southeastern Florida	Bowen, Philip R. Marsh, G. Alex. Dredging Operations Technical Support Program. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1988		google	UCR	https://catalog.hathitrust.org/Record/102224559	Full View
General decisionmaking framework for management of dredged material	Lee, Charles R. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Seattle District. Washington (State). Department of Ecology. Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1991		google	UCR	https://catalog.hathitrust.org/Record/102224562	Full View
Design of an improved column leaching apparatus for sediments and dredged material	Myers, Tommy E. Tittlebaum, Marty E. Gambrell, Robert P. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Long-Term Effects of Dredging Operations Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1991		google	UCR	https://catalog.hathitrust.org/Record/102224563	Full View
Interim report	Brandon, Dennis L. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Long-term Effects of Dredging Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1991		google	UCR	https://catalog.hathitrust.org/Record/102224564	Full View
Leachate testing and evaluation for freshwater sediments	Brannon, James M. Tardy, Barbara A. Myers, Tommy E. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station,	1994		google	UCR	https://catalog.hathitrust.org/Record/102224565	Full View
Protocol for conducting sediment bioassays with materials potentially containing Zebra mussels (Dreissena polymorpha)	Sims, Jerre G. Gamble, Elayne. Moore, David W. (David Warren) Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory) Environmental Laboratory (U.S. Army Engineer Waterways Experiment Station) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station,	1995		google	UCR	https://catalog.hathitrust.org/Record/102224566	Full View
Recent developments in leachate testing and evaluation	Myers, Tommy E. Price, Cynthia B. Brannon, James M. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Long-Term Effects of Dredging Operations Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1992		google	UCR	https://catalog.hathitrust.org/Record/102224567	Full View
Development of chronic sublethal bioassay for evaluating contaminated sediment with the marine polychaete worm Nereis (Neanthes) arenaceodentata	Dillon, T. M. (Tom M.) Gibson, A. B. Moore, David W. (David Warren) Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station,	1994		google	UCR	https://catalog.hathitrust.org/Record/102224571	Full View
Aquaculture in dredged material containment areas	Workshop on Aquaculture in Dredged Material Containment Areas (1982 : Galveston) Lunz, John D. Homziak, Jurij. Dredging Operations Technical Support Program. U.S. Army Engineer Waterways Experiment Station, Vicksburg, Miss. United States. Army. Office of the Chief of Engineers. Washington, D.C.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1983		google	UCR	https://catalog.hathitrust.org/Record/102224556	Full View
Prediction of surface runoff water quality from Black Rock Harbor dredged material placed in an upland disposal site	Skogerboe, John G. Field Verification Program (Upland Disposal) United States. Environmental Protection Agency. United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1987		google	UCR	https://catalog.hathitrust.org/Record/102224557	Full View
Preliminary investigation of the short-term effects of storms on sedimentary characteristics and the nearshore fauna using the sediment profiling camera system	Miller-Way, Christine A. Dredging Operations Technical Support Program. United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1988		google	UCR	https://catalog.hathitrust.org/Record/102224558	Full View
Preliminary recommendations for a congener-specific PCB analysis in regulatory evaluation of dredged material	Clarke, Joan U. Pierce, Brian D. McFarland, Victor A. Long-Term Effects of Dredging Operations Program (U.S.) United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1989		google	UCR	https://catalog.hathitrust.org/Record/102224560	Full View
Comprehensive analysis of migration pathways (CAMP)	Brannon, James M. U.S. Army Engineer Waterways Experiment Station. Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102224561	Full View
Leachate testing of Hamlet City Lake, North Carolina, sediment	Brannon, James M. Price, Cynthia B. Myers, Tommy E. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Wilmington District. United States. Army. Corps of Engineers. Environmental Effects of Dredging Programs.	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1992		google	UCR	https://catalog.hathitrust.org/Record/102224568	Full View
Chronic sublethal effects of San Francisco Bay sediments on Nereis (Neanthes) arenaceodentata	Moore, David W. (David Warren) Dillon, T. M. (Tom M.) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. San Francisco District. United States. Army. Corps of Engineers. Long-Term Effects of Dredging Operations Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1993		google	UCR	https://catalog.hathitrust.org/Record/102224569	Full View
Chronic sublethal effects of San Francisco Bay sediments on Nereis (Neanthes) arenaceodentata	Moore, David W. (David Warren) Dillon, T. M. (Tom M.) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. San Francisco District. United States. Army. Corps of Engineers. Long-Term Effects of Dredging Operations Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1993		google	UCR	https://catalog.hathitrust.org/Record/102224570	Full View
Dredging-induced near-field resuspended sediment concentrations and source strengths	Collins, Michael A. Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station,	1995		google	UCR	https://catalog.hathitrust.org/Record/102224572	Full View
Methodology for analysis of subaqueous sediment mounds	Poindexter-Rollings, Marian E. Dredging Operations Technical Support Program. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S.Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102199078	Full View
A framework for assessing the need for seasonal restrictions on dredging and disposal operations	LaSalle, Mark W. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1991		google	UCR	https://catalog.hathitrust.org/Record/102199079	Full View
Methods of determining the long-term fate of dredged material for aquatic disposal sites	U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102224550	Full View
Considerations for reducing the cost of testing dredged material	Pennington, Judith C. Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory) U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers.	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102224551	Full View
Field evaluation of the quality of effluent from confined dredged material disposal areas	Thackston, Edward L. Palermo, Michael R. U.S. Army Engineer Waterways Experiment Station. United States. Army. Corps of Engineers. Long-Term Effects of Dredging Operations Program (U.S.)	U.S. Army Engineer Waterways Experiment Station ; available from National Technical Information Service,	1990		google	UCR	https://catalog.hathitrust.org/Record/102224552	Full View
Guidelines for vegetative erosion control on wave-impacted coastal dredged material sites	Knutson, Paul L. Webb, James W. Allen, Hollis H. United States. Army. Corps of Engineers. U.S. Army Engineer Waterways Experiment Station.	Department of the Army, Corps of Engineers, Waterways Experiment Station,	1990	D 103.24/2:D-90-13	google	UCR	https://catalog.hathitrust.org/Record/102224554	Full View
Seasonal restrictions on dredging	LaSalle, Mark W. U.S. Army Engineer Waterways Experiment Station. Dredging Operations Technical Support Program (U.S. Army Engineer Waterways Experiment Station. Environmental Laboratory)	U.S. Army Engineer Waterways Experiment Station ; Available from National Technical Information Service,	1992		google	UCR	https://catalog.hathitrust.org/Record/102224555	Full View
